Datum,Verbrauch,Wind,Solar,Wind+Solar
2018-11-11,1207.516,529.9540000000001,42.742999999999995,572.6970000000001
2018-11-12,1479.9789999999998,316.06999999999994,41.929,357.9989999999999
2018-11-13,1550.286,485.89599999999996,23.393,509.289
2018-11-14,1536.9730000000002,234.60899999999995,49.395,284.00399999999996
2018-11-15,1532.2539999999997,187.34099999999998,44.129,231.46999999999997
2018-11-16,1539.6699999999998,368.87500000000006,75.884,444.75900000000007
2018-11-17,1365.41,447.434,80.90299999999999,528.337
2018-11-18,1219.9159999999997,366.32599999999996,69.17399999999999,435.49999999999994
2018-11-19,1585.4980000000003,673.5070000000001,18.838,692.345
2018-11-20,1629.9350000000002,732.4420000000001,22.047,754.4890000000001
2018-11-21,1612.308,396.547,16.573,413.12
2018-11-22,1597.0570000000002,186.749,20.622999999999998,207.37199999999999
2018-11-23,1519.663,98.344,29.984999999999996,128.32899999999998
2018-11-24,1305.5839999999998,107.98699999999998,16.339000000000002,124.32599999999998
2018-11-25,1232.9409999999998,178.692,21.644999999999996,200.337
2018-11-26,1524.0449999999998,240.90900000000002,11.104,252.01300000000003
2018-11-27,1547.8789999999997,147.98499999999999,15.975,163.95999999999998
2018-11-28,1634.325,534.631,35.068000000000005,569.699
2018-11-29,1622.11,655.1010000000001,31.408,686.5090000000001
2018-11-30,1578.625,447.277,12.408000000000001,459.685
2018-12-01,1357.5659999999998,454.20800000000014,27.294000000000004,481.5020000000001
2018-12-02,1259.8290000000002,648.2900000000001,8.033,656.3230000000001
2018-12-03,1560.0149999999999,609.184,17.737,626.9209999999999
2018-12-04,1568.0220000000004,487.25999999999993,31.011,518.271
2018-12-05,1579.4039999999998,346.901,32.669000000000004,379.57
2018-12-06,1588.573,500.782,10.871,511.65299999999996
2018-12-07,1579.348,787.335,11.699,799.034
2018-12-08,1415.9159999999997,998.9000000000001,18.137,1017.037
2018-12-09,1297.601,888.0499999999998,11.514000000000001,899.5639999999999
2018-12-10,1604.337,842.0659999999999,23.729,865.795
2018-12-11,1585.7670000000003,476.0580000000001,18.57,494.6280000000001
2018-12-12,1557.0959999999998,167.251,17.307000000000002,184.558
2018-12-13,1586.304,263.04,19.738,282.778
2018-12-14,1564.4240000000004,165.79799999999994,9.677000000000001,175.47499999999994
2018-12-15,1387.9479999999999,283.694,9.248000000000001,292.942
2018-12-16,1307.4340000000002,294.83299999999997,7.829999999999999,302.66299999999995
2018-12-17,1526.1740000000002,193.629,12.758000000000001,206.387
2018-12-18,1569.739,343.3690000000001,31.158000000000005,374.5270000000001
2018-12-19,1583.1550000000002,457.76500000000004,9.889000000000001,467.65400000000005
2018-12-20,1523.7759999999998,378.97300000000007,18.419,397.39200000000005
2018-12-21,1453.5929999999998,754.4319999999999,6.571999999999999,761.0039999999999
2018-12-22,1221.222,519.3290000000002,11.548000000000002,530.8770000000002
2018-12-23,1138.596,405.053,9.497,414.55
2018-12-24,1107.3310000000001,356.749,19.311999999999998,376.06100000000004
2018-12-25,1084.479,552.75,19.399,572.149
2018-12-26,1095.4399999999998,403.20599999999996,24.587,427.79299999999995
2018-12-27,1226.973,282.8140000000001,27.663,310.4770000000001
2018-12-28,1223.1840000000002,228.76700000000002,27.557,256.324
2018-12-29,1208.3400000000001,533.096,10.39,543.486
2018-12-30,1119.453,565.673,12.451,578.124
2018-12-31,1078.659,222.00099999999998,9.329,231.32999999999998
